nationalInsuranceNumber,lastName,dateOfBirth,nationalAsylumSeekerServiceNumber,group
AB271302D,TNAJHBZRZD,1990-01-01,,RichcBulk
AB100971D,JKNDWELHCP,1990-01-01,,RichcBulk
AB592690D,WXTYZTZLHA,1990-01-01,,RichcBulk
AB192265D,MTBVSCHDBK,1990-01-01,,RichcBulk
AB821650D,PBPFJLJMIQ,1990-01-01,,RichcBulk
AB440439D,SBDBCQRQJV,1990-01-01,,RichcBulk
AB904370D,FTZOJGGBKN,1990-01-01,,RichcBulk
AB409647D,HCZEDXWVJF,1990-01-01,,RichcBulk
AB542528D,SGGFFBUBJS,1990-01-01,,RichcBulk
AB622473D,EHNGPJLJHZ,1990-01-01,,RichcBulk
AB277976D,KUGISURDEB,1990-01-01,,RichcBulk
AB329964D,EFIIJNULHK,1990-01-01,,RichcBulk
AB655823D,TOIAIMJGWT,1990-01-01,,RichcBulk
AB487511D,FTRHRMQWUL,1990-01-01,,RichcBulk
AB984898D,NTZXSSLKZM,1990-01-01,,RichcBulk
AB475640D,FAFCHRRYVS,1990-01-01,,RichcBulk
AB378512D,FQWORRKNXU,1990-01-01,,RichcBulk
AB550147D,FFTAKLMZFL,1990-01-01,,RichcBulk
AB243303D,TQMXBNGIYP,1990-01-01,,RichcBulk
AB120307D,NHGGJTTCYZ,1990-01-01,,RichcBulk
AB140301D,XMROEKSBQH,1990-01-01,,RichcBulk
AB175520D,FCUTETBLIM,1990-01-01,,RichcBulk
AB790770D,HQUBWKMYCS,1990-01-01,,RichcBulk
AB818504D,VEKSULJNQJ,1990-01-01,,RichcBulk
AB392412D,RYCJPBBRHX,1990-01-01,,RichcBulk
AB427278D,YTXFZIWSFX,1990-01-01,,RichcBulk
AB619439D,WBGKOSMJVW,1990-01-01,,RichcBulk
AB403567D,OLVWQYYFAD,1990-01-01,,RichcBulk
AB154454D,XWCOEQRSJJ,1990-01-01,,RichcBulk
AB499254D,APJFZQZJBZ,1990-01-01,,RichcBulk
AB900239D,ZQHOVCGIKU,1990-01-01,,RichcBulk
AB377013D,QUAQRPRNQK,1990-01-01,,RichcBulk
AB399038D,OQPQOKWCAZ,1990-01-01,,RichcBulk
AB492322D,MRIBAIHGWE,1990-01-01,,RichcBulk
AB472697D,UGAXHWGGOX,1990-01-01,,RichcBulk
AB611729D,FXJNWATVVJ,1990-01-01,,RichcBulk
AB578315D,USPQGJVVMV,1990-01-01,,RichcBulk
AB967189D,OOGDYLJQHA,1990-01-01,,RichcBulk
AB591819D,FLXVGFFQVD,1990-01-01,,RichcBulk
AB288752D,EBMWNNUZKZ,1990-01-01,,RichcBulk
AB247773D,PZPUXYIMZL,1990-01-01,,RichcBulk
AB307162D,MTYSBCLYRG,1990-01-01,,RichcBulk
AB276043D,KTEJKCHDIT,1990-01-01,,RichcBulk
AB158056D,APJTYFFVUG,1990-01-01,,RichcBulk
AB733012D,RJYUMYJRUK,1990-01-01,,RichcBulk
AB490761D,GPLOCTHGQC,1990-01-01,,RichcBulk
AB575699D,UMLVSVSNHS,1990-01-01,,RichcBulk
AB264427D,IGGXDZGNQQ,1990-01-01,,RichcBulk
AB841042D,RATVCKVUXT,1990-01-01,,RichcBulk
AB830489D,YNHLNQONUW,1990-01-01,,RichcBulk
AB289340D,AOOCPHXBOO,1990-01-01,,RichcBulk
AB900290D,EFRRAQIESX,1990-01-01,,RichcBulk
AB843781D,YTVHHBJQOC,1990-01-01,,RichcBulk
AB581264D,PGSWVRTPIE,1990-01-01,,RichcBulk
AB162704D,YRXYLOQJMM,1990-01-01,,RichcBulk
AB777165D,OHQZNLLBWW,1990-01-01,,RichcBulk
AB695574D,LXHULKKJGE,1990-01-01,,RichcBulk
AB475224D,TUKFDJDBSK,1990-01-01,,RichcBulk
AB882493D,MYILRGNPNN,1990-01-01,,RichcBulk
AB926598D,OQCGXUEKKZ,1990-01-01,,RichcBulk
AB190036D,CJSPLUDGRE,1990-01-01,,RichcBulk
AB316074D,TWEIDGMCBD,1990-01-01,,RichcBulk
AB714972D,LTNERKFVRO,1990-01-01,,RichcBulk
AB458900D,LYIINVHBID,1990-01-01,,RichcBulk
AB213902D,HCKIGZRIEV,1990-01-01,,RichcBulk
AB401454D,LZRGLFFCLI,1990-01-01,,RichcBulk
AB582393D,EUSFDJHAKS,1990-01-01,,RichcBulk
AB940450D,LKTYMNZGFB,1990-01-01,,RichcBulk
AB278788D,YMSXBBGJSV,1990-01-01,,RichcBulk
AB861856D,FUYHSSGBGJ,1990-01-01,,RichcBulk
AB937185D,ZCNCYUIQDE,1990-01-01,,RichcBulk
AB817518D,FVISUOFMHM,1990-01-01,,RichcBulk
AB389697D,KOWVWJWOJI,1990-01-01,,RichcBulk
AB724152D,MLARZQZNJR,1990-01-01,,RichcBulk
AB610380D,QAHGNTZRIO,1990-01-01,,RichcBulk
AB635944D,RJYGBIYJWC,1990-01-01,,RichcBulk
AB294990D,HVWQDJRWTH,1990-01-01,,RichcBulk
AB443270D,IDXFZQCFZN,1990-01-01,,RichcBulk
AB680236D,OGHMOKYWME,1990-01-01,,RichcBulk
AB197282D,TLRJNUSQUV,1990-01-01,,RichcBulk
AB760494D,ZENQTKRBHO,1990-01-01,,RichcBulk
AB672791D,HYYFDIDIWG,1990-01-01,,RichcBulk
AB391049D,SETBVCZPXL,1990-01-01,,RichcBulk
AB712142D,GZNAQZJRWJ,1990-01-01,,RichcBulk
AB978113D,TROQYBEEGA,1990-01-01,,RichcBulk
AB917577D,MBOTCWBCXJ,1990-01-01,,RichcBulk
AB519556D,YMCDNFWPUF,1990-01-01,,RichcBulk
AB777953D,RSNYVPIHKR,1990-01-01,,RichcBulk
AB961617D,HYIZMOSTFT,1990-01-01,,RichcBulk
AB755946D,QAMDIUYYQM,1990-01-01,,RichcBulk
AB955606D,OHYQSOMBVW,1990-01-01,,RichcBulk
AB755402D,DUFWKEYIXU,1990-01-01,,RichcBulk
AB275823D,XWGARJDCWC,1990-01-01,,RichcBulk
AB614292D,OKKDZOCYQQ,1990-01-01,,RichcBulk
AB308206D,MQKYQHIAPG,1990-01-01,,RichcBulk
AB139520D,YGCPFISAFX,1990-01-01,,RichcBulk
AB799732D,YVDIMTNBEK,1990-01-01,,RichcBulk
AB968825D,ZZBGBKXSLL,1990-01-01,,RichcBulk
AB980540D,LFJWCZKVRE,1990-01-01,,RichcBulk
AB953514D,URIGKYMCER,1990-01-01,,RichcBulk
AB836133D,KNYAFFEAFA,1990-01-01,,RichcBulk
AB535330D,IXAAVDMDOK,1990-01-01,,RichcBulk
AB775427D,NRUUGSYMVA,1990-01-01,,RichcBulk
AB857885D,QUBBMTBTLQ,1990-01-01,,RichcBulk
AB831414D,UAMMULTYJF,1990-01-01,,RichcBulk
AB454931D,EHZDBSEQVV,1990-01-01,,RichcBulk
AB555126D,RLMPKXGLJA,1990-01-01,,RichcBulk
AB495280D,JWFSFJRNXL,1990-01-01,,RichcBulk
AB510333D,GKSQBHUAQW,1990-01-01,,RichcBulk
AB695906D,FSBKNTDKCZ,1990-01-01,,RichcBulk
AB124968D,QOGSAHDSTO,1990-01-01,,RichcBulk
AB686522D,PACPOWCSLX,1990-01-01,,RichcBulk
AB293428D,HSJNMDMGEI,1990-01-01,,RichcBulk
AB425969D,VHUHJTRHDL,1990-01-01,,RichcBulk
AB635919D,YYCSWFULOS,1990-01-01,,RichcBulk
AB498820D,QOJMVUBNAN,1990-01-01,,RichcBulk
AB114478D,GVMOSHSRQW,1990-01-01,,RichcBulk
AB706761D,RWQORRPIOL,1990-01-01,,RichcBulk
AB819749D,AWNPLFUPWT,1990-01-01,,RichcBulk
AB184084D,LPUTAAFRHK,1990-01-01,,RichcBulk
AB860975D,FAACCWZJBH,1990-01-01,,RichcBulk
AB189586D,CFMWHMRZXU,1990-01-01,,RichcBulk
AB574729D,TXSIUYIHAE,1990-01-01,,RichcBulk
AB742525D,DFPUCVBLRZ,1990-01-01,,RichcBulk
AB362381D,MYHTGRFNEO,1990-01-01,,RichcBulk
AB878976D,EDAXFYAJEB,1990-01-01,,RichcBulk
AB220495D,SZYHOXBXCS,1990-01-01,,RichcBulk
AB382307D,BGNJQIWNKV,1990-01-01,,RichcBulk
AB739557D,LEORUOPGRP,1990-01-01,,RichcBulk
AB464471D,FAZSFZYIGG,1990-01-01,,RichcBulk
AB455613D,EALUNSKWFV,1990-01-01,,RichcBulk
AB578049D,EEBTUKCMYX,1990-01-01,,RichcBulk
AB470933D,LKJKBZNURL,1990-01-01,,RichcBulk
AB887642D,HBKLJNKWSV,1990-01-01,,RichcBulk
AB470439D,UVCUYGIGTQ,1990-01-01,,RichcBulk
AB900426D,FREKEPNSTF,1990-01-01,,RichcBulk
AB433842D,QHZGNHCKRZ,1990-01-01,,RichcBulk
AB999284D,FSJZYIFWEG,1990-01-01,,RichcBulk
AB598252D,JFMDZNKYUA,1990-01-01,,RichcBulk
AB506974D,QDALCSVDTK,1990-01-01,,RichcBulk
AB387800D,LKKOBLXCJH,1990-01-01,,RichcBulk
AB658832D,MSTRCVVUMH,1990-01-01,,RichcBulk
AB314015D,DKHVSZZKUN,1990-01-01,,RichcBulk
AB958306D,EXUZUKSLND,1990-01-01,,RichcBulk
AB530694D,VEZIZCAULP,1990-01-01,,RichcBulk
AB946984D,HHUSSUEDSO,1990-01-01,,RichcBulk
AB373274D,DDUMKNOMJP,1990-01-01,,RichcBulk
AB773170D,YDKNCHHGYQ,1990-01-01,,RichcBulk
AB463875D,RAGOTNEYQD,1990-01-01,,RichcBulk
AB376044D,XTXYTESORL,1990-01-01,,RichcBulk
AB589107D,LTYNUBGUYK,1990-01-01,,RichcBulk
AB923149D,LMVYQVROHJ,1990-01-01,,RichcBulk
AB257748D,HGDRXLDOFU,1990-01-01,,RichcBulk
AB323423D,DOPUQIAEFN,1990-01-01,,RichcBulk
AB907396D,TARFKUBZZP,1990-01-01,,RichcBulk
AB156733D,IQNXROMVGV,1990-01-01,,RichcBulk
AB821106D,BQGRXKZXFS,1990-01-01,,RichcBulk
AB514225D,WBKNJIFFIK,1990-01-01,,RichcBulk
AB684140D,YENUAIJXAD,1990-01-01,,RichcBulk
AB650485D,TXSKXBFIAC,1990-01-01,,RichcBulk
AB659987D,HYANVLZZFN,1990-01-01,,RichcBulk
AB992178D,IIEWREEUXK,1990-01-01,,RichcBulk
AB315155D,EZNKTSYPDV,1990-01-01,,RichcBulk
AB290409D,ASSFFXJTDF,1990-01-01,,RichcBulk
AB281501D,KBROLGJFQK,1990-01-01,,RichcBulk
AB881087D,ZFLCZMTKFF,1990-01-01,,RichcBulk
AB837623D,HZZBAZUWCH,1990-01-01,,RichcBulk
AB144102D,QDVZMLSTPO,1990-01-01,,RichcBulk
AB864130D,MQXPCMMDXS,1990-01-01,,RichcBulk
AB889019D,SNPOKIISVW,1990-01-01,,RichcBulk
AB345154D,OUVCKCFKMU,1990-01-01,,RichcBulk
AB905440D,OCNVJRAMKU,1990-01-01,,RichcBulk
AB464687D,UJLNAQNAGK,1990-01-01,,RichcBulk
AB115234D,IHUCSDNMFI,1990-01-01,,RichcBulk
AB793711D,KWLATOMLGW,1990-01-01,,RichcBulk
AB721122D,BWLMGEFXUK,1990-01-01,,RichcBulk
AB127371D,NOMUFXOFJU,1990-01-01,,RichcBulk
AB376145D,QPFUXYCGMU,1990-01-01,,RichcBulk
AB359717D,JZVFNPCYQN,1990-01-01,,RichcBulk
AB398387D,NFATGELLWB,1990-01-01,,RichcBulk
AB430198D,HVDKYEAQNS,1990-01-01,,RichcBulk
AB685981D,GEXHGADPCX,1990-01-01,,RichcBulk
AB392551D,BWLWOEHWAI,1990-01-01,,RichcBulk
AB942150D,OKFNDJIPBV,1990-01-01,,RichcBulk
AB469781D,MRGSEUVHAO,1990-01-01,,RichcBulk
AB886944D,JFJOWXQAXS,1990-01-01,,RichcBulk
AB382886D,BHNAZLNYLT,1990-01-01,,RichcBulk
AB789791D,EOAFXTFBPT,1990-01-01,,RichcBulk
AB224097D,ZTVJPCLLSX,1990-01-01,,RichcBulk
AB684540D,FRDVIVPMWH,1990-01-01,,RichcBulk
AB307912D,WIVYJTFAQS,1990-01-01,,RichcBulk
AB474945D,PFGJBBJRIW,1990-01-01,,RichcBulk
AB911490D,VFERCOZSAN,1990-01-01,,RichcBulk
AB398577D,TOVTYETTLB,1990-01-01,,RichcBulk
AB568956D,SMENYCBVNU,1990-01-01,,RichcBulk
AB960877D,FEYTMSWGIB,1990-01-01,,RichcBulk
AB506736D,ICZNIKXAMC,1990-01-01,,RichcBulk
AB741618D,HKWHPZFZQK,1990-01-01,,RichcBulk
AB527675D,SKRBNDFYGO,1990-01-01,,RichcBulk
AB356684D,AGUNWBIVSK,1990-01-01,,RichcBulk
AB995157D,UFAMGTGRVS,1990-01-01,,RichcBulk
AB233638D,FKZICDRRDW,1990-01-01,,RichcBulk
AB422847D,TRROVULIOD,1990-01-01,,RichcBulk
AB683198D,YHIKVVBOKN,1990-01-01,,RichcBulk
AB292239D,DMBVTJSBGR,1990-01-01,,RichcBulk
AB609782D,GSFPFOLETR,1990-01-01,,RichcBulk
AB602979D,LNPYGNAACM,1990-01-01,,RichcBulk
AB898061D,AGYRIEOYWN,1990-01-01,,RichcBulk
AB251469D,ZIXIARJUDB,1990-01-01,,RichcBulk
AB833281D,UOCUGAGOCZ,1990-01-01,,RichcBulk
AB370530D,TKJKBBETHH,1990-01-01,,RichcBulk
AB547266D,OVNUDLXOWW,1990-01-01,,RichcBulk
AB797938D,JPUHLAJJWF,1990-01-01,,RichcBulk
AB830252D,YMDLMWWHXZ,1990-01-01,,RichcBulk
AB800228D,KJHLYZUWHV,1990-01-01,,RichcBulk
AB487664D,HNHYCARUJS,1990-01-01,,RichcBulk
AB372181D,KSGSLXETPX,1990-01-01,,RichcBulk
AB756538D,XYLHHBVKCI,1990-01-01,,RichcBulk
AB930331D,UBCGQPACDV,1990-01-01,,RichcBulk
AB585428D,LVXRTLALRQ,1990-01-01,,RichcBulk
AB185637D,QBDWRFFUYZ,1990-01-01,,RichcBulk
AB979279D,BDRXPUSVYG,1990-01-01,,RichcBulk
AB681911D,JUTMNXOMNS,1990-01-01,,RichcBulk
AB301726D,LQODDLHENZ,1990-01-01,,RichcBulk
AB221405D,CREBRIXFOI,1990-01-01,,RichcBulk
AB177647D,MCHVTCZADC,1990-01-01,,RichcBulk
AB418953D,WJKOVSHBOT,1990-01-01,,RichcBulk
AB770843D,JJWDXSKNDQ,1990-01-01,,RichcBulk
AB293688D,EIQGZAWWYJ,1990-01-01,,RichcBulk
AB875809D,KARHMFPHCP,1990-01-01,,RichcBulk
AB964683D,RBYAXCCIYB,1990-01-01,,RichcBulk
AB410249D,GFLDCPAFEB,1990-01-01,,RichcBulk
AB942337D,LHBQEPZQRR,1990-01-01,,RichcBulk
AB754387D,JURYEAQZPU,1990-01-01,,RichcBulk
AB492355D,JOCCFEUECN,1990-01-01,,RichcBulk
AB131922D,FUUJZILXRX,1990-01-01,,RichcBulk
AB239761D,UGVUVVGQVO,1990-01-01,,RichcBulk
AB474199D,CMCITHZZLV,1990-01-01,,RichcBulk
AB273716D,PKSSOTVBXZ,1990-01-01,,RichcBulk
AB378479D,BGWXKURYYL,1990-01-01,,RichcBulk
AB438122D,KKZMQSXLYO,1990-01-01,,RichcBulk
AB335354D,ITNFTSYYQJ,1990-01-01,,RichcBulk
AB652207D,WSVGWHGVOF,1990-01-01,,RichcBulk
AB192128D,RAWHGFVXCH,1990-01-01,,RichcBulk
AB270146D,ZLUABTYTDO,1990-01-01,,RichcBulk
AB981759D,INAHSHMKPT,1990-01-01,,RichcBulk
AB244492D,YLKTHTBICS,1990-01-01,,RichcBulk
AB103847D,HBLUSQIJUL,1990-01-01,,RichcBulk
AB133719D,MOURYLNEXZ,1990-01-01,,RichcBulk
AB175449D,CSGNHGKUQD,1990-01-01,,RichcBulk
AB458364D,XVOIYKVWHA,1990-01-01,,RichcBulk
AB522089D,MRNTHRUZWB,1990-01-01,,RichcBulk
AB964275D,XTLNWGNNQC,1990-01-01,,RichcBulk
AB691584D,THGTALCTCH,1990-01-01,,RichcBulk
AB559870D,ZTODFJGKOV,1990-01-01,,RichcBulk
AB811840D,TUWSJRHOXA,1990-01-01,,RichcBulk
AB810344D,MPFDREQHFO,1990-01-01,,RichcBulk
AB351076D,ZTIZRDWBHJ,1990-01-01,,RichcBulk
AB617167D,JTDSRPHOFG,1990-01-01,,RichcBulk
AB227811D,ZWHQKPOHUM,1990-01-01,,RichcBulk
AB847243D,CXVFGNKJQX,1990-01-01,,RichcBulk
AB727075D,IHBFVSUMBG,1990-01-01,,RichcBulk
AB591909D,LMRHYJLNQL,1990-01-01,,RichcBulk
AB307987D,FVHYPHBVJO,1990-01-01,,RichcBulk
AB550446D,FTUONZRKBY,1990-01-01,,RichcBulk
AB273996D,AOSGVFUZQO,1990-01-01,,RichcBulk
AB329908D,SIZRXHYSCH,1990-01-01,,RichcBulk
AB774188D,ELLUBXRWUM,1990-01-01,,RichcBulk
AB231657D,OYFWRYPHFW,1990-01-01,,RichcBulk
AB255990D,TKIWSHHMVC,1990-01-01,,RichcBulk
AB733890D,WXPAIOIOKU,1990-01-01,,RichcBulk
AB677960D,ZOVCLAURYB,1990-01-01,,RichcBulk
AB196134D,GVUBFNRKFA,1990-01-01,,RichcBulk
AB998032D,TQPSUOPLSL,1990-01-01,,RichcBulk
AB506299D,LZYCPUXWUV,1990-01-01,,RichcBulk
AB365811D,SKRACVCOMO,1990-01-01,,RichcBulk
AB868666D,RLJFPWYHUR,1990-01-01,,RichcBulk
AB750161D,WGBCBYQPAM,1990-01-01,,RichcBulk
AB340448D,LQEUAXEFEH,1990-01-01,,RichcBulk
AB462051D,GVQDBLNPHM,1990-01-01,,RichcBulk
AB812813D,WXUMSBKDTG,1990-01-01,,RichcBulk
AB594570D,GQGFFRTIQJ,1990-01-01,,RichcBulk
AB484069D,VGVPOQDJWV,1990-01-01,,RichcBulk
AB941557D,MTHWUIUWMR,1990-01-01,,RichcBulk
AB654523D,ORQFLLHYXY,1990-01-01,,RichcBulk
AB531281D,LDSTAGMPLT,1990-01-01,,RichcBulk
AB153243D,EUTAKPZWNZ,1990-01-01,,RichcBulk
AB615569D,WZOJLPUVGA,1990-01-01,,RichcBulk
AB592071D,BFSDZRPYRO,1990-01-01,,RichcBulk
AB656854D,LUBHNMUHMJ,1990-01-01,,RichcBulk
AB252719D,ZWSORKSDCS,1990-01-01,,RichcBulk
AB185034D,CUIMHCCROE,1990-01-01,,RichcBulk
AB943122D,NTDGTWQYVT,1990-01-01,,RichcBulk
AB981777D,HTDIUGVSKE,1990-01-01,,RichcBulk
AB611790D,GSOMTFMZAK,1990-01-01,,RichcBulk
AB713330D,OGZOGCGUVQ,1990-01-01,,RichcBulk
AB589520D,VNHYZLZNVX,1990-01-01,,RichcBulk
AB665063D,EQSYWQQTBZ,1990-01-01,,RichcBulk
AB756228D,JPNNYQJZUV,1990-01-01,,RichcBulk
AB230805D,CKNIEPZXIR,1990-01-01,,RichcBulk
AB713563D,VEUVUTOPQC,1990-01-01,,RichcBulk
AB477406D,IUDKTJGLQT,1990-01-01,,RichcBulk
AB134502D,PLYOSOJKIV,1990-01-01,,RichcBulk
AB760691D,JMNAGNZOWZ,1990-01-01,,RichcBulk
AB678340D,DRNGNGPTPO,1990-01-01,,RichcBulk
AB611925D,ICPAVCCOKO,1990-01-01,,RichcBulk
AB265710D,ORYNFUVUPG,1990-01-01,,RichcBulk
AB504892D,WNHIGOVYRU,1990-01-01,,RichcBulk
AB102554D,NWKIAAZMOB,1990-01-01,,RichcBulk
AB288913D,ZJCUMJIVXF,1990-01-01,,RichcBulk
AB343704D,EZCFMENACW,1990-01-01,,RichcBulk
AB288289D,BDRAGMWQHT,1990-01-01,,RichcBulk
AB733351D,VYLZVLANVA,1990-01-01,,RichcBulk
AB125637D,VFXWVHXWNV,1990-01-01,,RichcBulk
AB433698D,VWIBVZARYV,1990-01-01,,RichcBulk
AB842943D,INRRWDKGVX,1990-01-01,,RichcBulk
AB260198D,GZBVWZEEJI,1990-01-01,,RichcBulk
AB271922D,LBEOKOPGIJ,1990-01-01,,RichcBulk
AB429240D,PUUWJHBZNN,1990-01-01,,RichcBulk
AB691961D,WDKMPFKTRO,1990-01-01,,RichcBulk
AB870419D,FLMMDIFZXW,1990-01-01,,RichcBulk
AB641783D,QDLUOKBULT,1990-01-01,,RichcBulk
AB607910D,GZVVAOXOKE,1990-01-01,,RichcBulk
AB354474D,FCMXQEDWJC,1990-01-01,,RichcBulk
AB415437D,TUYWAUENOB,1990-01-01,,RichcBulk
AB285222D,ZLFLWZCHSG,1990-01-01,,RichcBulk
AB341368D,QVCTXZXYRN,1990-01-01,,RichcBulk
AB601838D,BKPDFPOCZY,1990-01-01,,RichcBulk
AB368449D,UDWMKKYCPT,1990-01-01,,RichcBulk
AB240303D,IXYGDTITQI,1990-01-01,,RichcBulk
AB734831D,MKBCTESJQL,1990-01-01,,RichcBulk
AB106960D,IRPNFAEKRW,1990-01-01,,RichcBulk
AB604501D,ZVBJGGJSVD,1990-01-01,,RichcBulk
AB843642D,WTCJBSYUGP,1990-01-01,,RichcBulk
AB168692D,KRDUMKWZEO,1990-01-01,,RichcBulk
AB832582D,XQFSRUYNAU,1990-01-01,,RichcBulk
AB844254D,TSNLLEKSNO,1990-01-01,,RichcBulk
AB473887D,FQITCBGQRU,1990-01-01,,RichcBulk
AB667028D,TNIBSJOKDJ,1990-01-01,,RichcBulk
AB935955D,ETVXESCSUQ,1990-01-01,,RichcBulk
AB339286D,LAVGIJEXKY,1990-01-01,,RichcBulk
AB866997D,KNXDJSCWAV,1990-01-01,,RichcBulk
AB992140D,LSJMQWHJKG,1990-01-01,,RichcBulk
AB201278D,FHPQDAJFCY,1990-01-01,,RichcBulk
AB120304D,LAJGXBIKEY,1990-01-01,,RichcBulk
AB171232D,RLLGWGBZLI,1990-01-01,,RichcBulk
AB830066D,QPUAMKIFXV,1990-01-01,,RichcBulk
AB319558D,LTBFVZEODQ,1990-01-01,,RichcBulk
AB503884D,GTFWKPVTSY,1990-01-01,,RichcBulk
AB366378D,GFWFTITSDV,1990-01-01,,RichcBulk
AB681541D,WCDEPHYMLN,1990-01-01,,RichcBulk
AB264000D,DTSARYADBV,1990-01-01,,RichcBulk
AB255641D,QJCDLKKKRA,1990-01-01,,RichcBulk
AB732536D,QNAWUXSEON,1990-01-01,,RichcBulk
AB561989D,ERZTCCYDYL,1990-01-01,,RichcBulk
AB390417D,LVTOPBOLTI,1990-01-01,,RichcBulk
AB190186D,PATNYQPQHX,1990-01-01,,RichcBulk
AB125624D,DQGTGIQOUB,1990-01-01,,RichcBulk
AB258705D,QOHTNJDJMR,1990-01-01,,RichcBulk
AB827774D,JECNIVXIOS,1990-01-01,,RichcBulk
AB557860D,SRSGSFKUUG,1990-01-01,,RichcBulk
AB557078D,XUCCSDGTYM,1990-01-01,,RichcBulk
AB902461D,OYALVMJAYS,1990-01-01,,RichcBulk
AB319317D,ENZGRKGVIE,1990-01-01,,RichcBulk
AB807282D,SMICTEMCPV,1990-01-01,,RichcBulk
AB895706D,VCVWECUDPE,1990-01-01,,RichcBulk
AB613404D,PFGBMXDAVE,1990-01-01,,RichcBulk
AB829342D,LSYSKCKAQQ,1990-01-01,,RichcBulk
AB236748D,RIRBEKGNGQ,1990-01-01,,RichcBulk
AB493815D,GDMWFXCNZR,1990-01-01,,RichcBulk
AB473942D,BCITWMEBEM,1990-01-01,,RichcBulk
AB540888D,UXTHLRASMW,1990-01-01,,RichcBulk
AB485378D,JLAHSXUHBX,1990-01-01,,RichcBulk
AB821633D,QTCRSIOFNO,1990-01-01,,RichcBulk
AB503878D,ULFFETYWNP,1990-01-01,,RichcBulk
AB210482D,ZUAQSTXDCT,1990-01-01,,RichcBulk
AB951035D,KSQUOERZUT,1990-01-01,,RichcBulk
AB504603D,ZPPFFSDNPA,1990-01-01,,RichcBulk
AB197842D,MLPXDPEQRU,1990-01-01,,RichcBulk
AB939975D,TTJDDKWUMZ,1990-01-01,,RichcBulk
AB306199D,PJOCCGTCXC,1990-01-01,,RichcBulk
AB867718D,TLSMSTBZKV,1990-01-01,,RichcBulk
AB851831D,LOMMCXIWGI,1990-01-01,,RichcBulk
AB791224D,HVTKUNCZTV,1990-01-01,,RichcBulk
AB571013D,NHHTBCLMUO,1990-01-01,,RichcBulk
AB208518D,KCEYOQDVGH,1990-01-01,,RichcBulk
AB865479D,SIAVDOYUPK,1990-01-01,,RichcBulk
AB991577D,OQKWTWCTFQ,1990-01-01,,RichcBulk
AB501464D,GOXGBMMGWV,1990-01-01,,RichcBulk
AB525971D,PEFCBYKBVC,1990-01-01,,RichcBulk
AB782650D,BTVJNXLVVV,1990-01-01,,RichcBulk
AB239099D,IIEGWASPOM,1990-01-01,,RichcBulk
AB971842D,IKONGGSAPC,1990-01-01,,RichcBulk
AB169511D,RRHTFHUHXR,1990-01-01,,RichcBulk
AB288603D,CXCUDUHHGB,1990-01-01,,RichcBulk
AB455661D,LLGDXKVJIE,1990-01-01,,RichcBulk
AB254339D,HJZLEKUGWD,1990-01-01,,RichcBulk
AB646511D,ZMOVKRDQMM,1990-01-01,,RichcBulk
AB432168D,FOBLPKBBSJ,1990-01-01,,RichcBulk
AB961652D,KJMBTWPEWZ,1990-01-01,,RichcBulk
AB462001D,BJVPTIUXFZ,1990-01-01,,RichcBulk
AB394785D,XLCIZFJRDD,1990-01-01,,RichcBulk
AB963629D,NPIOQUXTUX,1990-01-01,,RichcBulk
AB460844D,QPXDOJBFIU,1990-01-01,,RichcBulk
AB865090D,YBUAHLXVXK,1990-01-01,,RichcBulk
AB991308D,HWYPWBHFCW,1990-01-01,,RichcBulk
AB621037D,GQTUKKIUAW,1990-01-01,,RichcBulk
AB469714D,NSCUBJLLKU,1990-01-01,,RichcBulk
AB386010D,UCAOMLNMZS,1990-01-01,,RichcBulk
AB163534D,MTBCZWFXJD,1990-01-01,,RichcBulk
AB168311D,KWEOVILBBE,1990-01-01,,RichcBulk
AB733772D,INOCYJDIIV,1990-01-01,,RichcBulk
AB122108D,FJSSFPETBN,1990-01-01,,RichcBulk
AB632144D,BFQUNACCHW,1990-01-01,,RichcBulk
AB461437D,GXFFVRWVJO,1990-01-01,,RichcBulk
AB502298D,LQOTBRUDFY,1990-01-01,,RichcBulk
AB485454D,FQWJEVHPNG,1990-01-01,,RichcBulk
AB571342D,JEGGIIVLLH,1990-01-01,,RichcBulk
AB699852D,WJAWXNXYYD,1990-01-01,,RichcBulk
AB868491D,OOVHXJDSMK,1990-01-01,,RichcBulk
AB567044D,SAZMBTXHLS,1990-01-01,,RichcBulk
AB169385D,GRKMJXCMZX,1990-01-01,,RichcBulk
AB188317D,PFELMYHYIY,1990-01-01,,RichcBulk
AB140352D,IMICQRUSNZ,1990-01-01,,RichcBulk
AB936169D,DEFUKUXCAB,1990-01-01,,RichcBulk
AB820325D,BSFNZEUFBF,1990-01-01,,RichcBulk
AB237596D,ZLHKOVDXXF,1990-01-01,,RichcBulk
AB444638D,QLMHPBEGQZ,1990-01-01,,RichcBulk
AB450647D,VZPVUZICCY,1990-01-01,,RichcBulk
AB959754D,FATUPESHJZ,1990-01-01,,RichcBulk
AB840962D,HGBTOSGXSP,1990-01-01,,RichcBulk
AB267077D,DFUSBBXFCA,1990-01-01,,RichcBulk
AB146068D,NJHURXOZPP,1990-01-01,,RichcBulk
AB428108D,XQRHTJQKGY,1990-01-01,,RichcBulk
AB799501D,WKGOOHDODH,1990-01-01,,RichcBulk
AB756205D,PXNQMXFPPZ,1990-01-01,,RichcBulk
AB742082D,CGABBQDIEW,1990-01-01,,RichcBulk
